Customer_ID,Total_Account_Balance,Total_Credit_Limit,Late_Payments,Total_Payments,Accounts_Opened_Last_12_Months,Total_Accounts,Accounts_30Plus_Days_Late,Debt_to_Credit_Ratio,Late_Payment_Ratio,Recent_Credit_Opening_Ratio,Delinquency_Rate
291,13874,86244,6,81,3,14,0,0.16086916191271278,0.07407407407407407,0.21428571428571427,0.0
292,33711,81534,17,68,0,4,1,0.4134594157038781,0.25,0.0,0.25
293,6539,60106,2,146,0,5,0,0.10879113566033341,0.0136986301369863,0.0,0.0
294,43405,35678,9,172,3,8,3,1.216576041257918,0.05232558139534884,0.375,0.375
295,49354,81218,6,42,2,10,0,0.6076731758969687,0.14285714285714285,0.2,0.0
296,3557,68230,8,171,0,10,3,0.052132493038252965,0.04678362573099415,0.0,0.3
297,39360,79055,16,57,1,13,0,0.4978812219340965,0.2807017543859649,0.07692307692307693,0.0
298,17482,61373,10,47,3,11,1,0.2848483860981213,0.2127659574468085,0.2727272727272727,0.09090909090909091
299,3200,36480,6,40,0,9,0,0.08771929824561403,0.15,0.0,0.0
300,47940,90230,13,126,4,4,1,0.531308877313532,0.10317460317460317,1.0,0.25
301,3961,73836,18,165,1,10,1,0.05364591798038897,0.10909090909090909,0.1,0.1
302,47975,77258,3,183,0,9,0,0.6209712909989904,0.01639344262295082,0.0,0.0
303,22357,44986,5,118,1,10,1,0.4969768372382519,0.0423728813559322,0.1,0.1
304,12969,29160,9,192,1,14,2,0.4447530864197531,0.046875,0.07142857142857142,0.14285714285714285
305,3869,90595,6,138,2,5,0,0.042706551134168554,0.043478260869565216,0.4,0.0
306,47760,84111,12,92,1,9,0,0.5678210935549453,0.13043478260869565,0.1111111111111111,0.0
307,29643,69929,13,141,2,12,1,0.42390138569120106,0.09219858156028368,0.16666666666666666,0.08333333333333333
308,25736,78506,3,49,3,11,1,0.32782207729345525,0.061224489795918366,0.2727272727272727,0.09090909090909091
309,39467,39911,7,127,2,5,0,0.9888752474255218,0.05511811023622047,0.4,0.0
310,24328,92127,4,117,4,12,2,0.26407025084937097,0.03418803418803419,0.3333333333333333,0.16666666666666666
311,26876,36821,0,51,0,8,1,0.7299095624779338,0.0,0.0,0.125
312,22295,80039,3,175,3,4,1,0.27855170604330387,0.017142857142857144,0.75,0.25
313,4987,65535,2,191,3,4,3,0.07609674219882505,0.010471204188481676,0.75,0.75
314,23399,89458,8,98,4,7,2,0.2615640859397706,0.08163265306122448,0.5714285714285714,0.2857142857142857
315,47214,17175,7,60,2,7,2,2.7489956331877727,0.11666666666666667,0.2857142857142857,0.2857142857142857
316,34986,59771,0,82,0,9,0,0.585334024861555,0.0,0.0,0.0
317,21880,91925,5,42,2,14,2,0.2380201251019853,0.11904761904761904,0.14285714285714285,0.14285714285714285
318,5735,71358,8,123,1,4,0,0.08036940497211245,0.06504065040650407,0.25,0.0
319,45064,22327,6,94,2,13,3,2.0183634164912436,0.06382978723404255,0.15384615384615385,0.23076923076923078
320,5555,52057,3,67,3,9,2,0.1067099525520103,0.04477611940298507,0.3333333333333333,0.2222222222222222
321,42914,11150,12,179,0,7,1,3.8487892376681616,0.0670391061452514,0.0,0.14285714285714285
322,41818,9425,16,76,2,8,3,4.436923076923077,0.21052631578947367,0.25,0.375
323,46525,21032,1,137,0,10,0,2.212105363255991,0.0072992700729927005,0.0,0.0
324,20830,7198,4,119,0,12,3,2.893859405390386,0.03361344537815126,0.0,0.25
325,18429,65500,11,143,1,14,0,0.2813587786259542,0.07692307692307693,0.07142857142857142,0.0
326,7893,58394,7,180,1,6,3,0.13516799671199095,0.03888888888888889,0.16666666666666666,0.5
327,15373,25079,5,171,3,9,0,0.6129829738027832,0.029239766081871343,0.3333333333333333,0.0
328,48333,41220,7,186,4,8,2,1.1725618631732169,0.03763440860215054,0.5,0.25
329,4436,46874,17,53,0,12,1,0.09463668558262577,0.32075471698113206,0.0,0.08333333333333333
330,9754,18859,2,175,4,4,0,0.5172066387401241,0.011428571428571429,1.0,0.0
331,11677,55460,11,184,3,10,3,0.21054814280562567,0.059782608695652176,0.3,0.3
332,6895,36419,2,26,0,12,0,0.18932425382355364,0.07692307692307693,0.0,0.0
333,20738,13705,5,184,0,11,0,1.5131703757752646,0.02717391304347826,0.0,0.0
334,31746,47880,1,75,4,7,0,0.6630325814536341,0.013333333333333334,0.5714285714285714,0.0
335,49404,28236,11,84,2,12,3,1.7496812579685508,0.13095238095238096,0.16666666666666666,0.25
336,33352,92955,1,66,1,6,1,0.3587972674950245,0.015151515151515152,0.16666666666666666,0.16666666666666666
337,40790,90514,5,167,2,8,2,0.4506485184612325,0.029940119760479042,0.25,0.25
338,42919,20358,16,38,4,10,1,2.1082129875233324,0.42105263157894735,0.4,0.1
339,6600,99914,2,176,1,13,0,0.06605680885561582,0.011363636363636364,0.07692307692307693,0.0
340,30124,81918,1,165,2,5,3,0.36773358724578237,0.006060606060606061,0.4,0.6
341,28643,19596,19,182,1,12,1,1.4616758522147377,0.1043956043956044,0.08333333333333333,0.08333333333333333
342,41764,38572,7,190,0,13,0,1.082754329565488,0.03684210526315789,0.0,0.0
343,10007,83757,11,145,2,13,2,0.1194765810618814,0.07586206896551724,0.15384615384615385,0.15384615384615385
344,46714,6279,3,158,1,3,2,7.439719700589266,0.0189873417721519,0.3333333333333333,0.6666666666666666
345,38410,68197,4,68,1,6,2,0.5632212560669824,0.058823529411764705,0.16666666666666666,0.3333333333333333
346,45080,67516,12,132,1,6,0,0.6676935837431127,0.09090909090909091,0.16666666666666666,0.0
347,41447,12083,14,57,2,3,3,3.4301911776876604,0.24561403508771928,0.6666666666666666,1.0
348,9208,22771,15,83,3,11,1,0.40437398445391065,0.18072289156626506,0.2727272727272727,0.09090909090909091
349,19589,34975,9,88,2,5,2,0.5600857755539671,0.10227272727272728,0.4,0.4
350,44484,50648,15,155,4,7,0,0.8782972674143106,0.0967741935483871,0.5714285714285714,0.0
351,18453,53285,11,181,2,8,0,0.34630759125457444,0.06077348066298342,0.25,0.0
352,37212,24063,16,195,1,10,1,1.5464405934422143,0.08205128205128205,0.1,0.1
353,44525,72642,15,135,0,8,2,0.6129374191239227,0.1111111111111111,0.0,0.25
354,48202,95093,11,84,2,5,0,0.5068932518692227,0.13095238095238096,0.4,0.0
355,33635,91143,7,50,2,8,1,0.3690354717312355,0.14,0.25,0.125
356,34828,42599,19,151,1,3,3,0.8175778774149628,0.12582781456953643,0.3333333333333333,1.0
357,19711,56920,2,132,0,6,3,0.346293042867182,0.015151515151515152,0.0,0.5
358,4420,33529,15,128,0,8,3,0.13182618032151272,0.1171875,0.0,0.375
359,32216,40954,12,197,4,9,2,0.7866386677735997,0.06091370558375635,0.4444444444444444,0.2222222222222222
360,1301,32856,18,88,2,13,1,0.03959702946189433,0.20454545454545456,0.15384615384615385,0.07692307692307693
361,46236,7573,7,177,0,13,1,6.10537435626568,0.03954802259887006,0.0,0.07692307692307693
362,1699,83344,4,139,0,12,0,0.02038539066999424,0.02877697841726619,0.0,0.0
363,1190,40367,19,107,3,5,0,0.029479525354869075,0.17757009345794392,0.6,0.0
364,11492,65774,7,86,3,11,0,0.17471949402499468,0.08139534883720931,0.2727272727272727,0.0
365,36743,28752,11,94,0,14,1,1.2779284919309961,0.11702127659574468,0.0,0.07142857142857142
366,7102,60029,0,64,4,14,0,0.11830948374952106,0.0,0.2857142857142857,0.0
367,20778,22685,19,23,0,9,1,0.9159356402909411,0.8260869565217391,0.0,0.1111111111111111
368,27641,56693,5,173,1,3,1,0.48755578290088725,0.028901734104046242,0.3333333333333333,0.3333333333333333
369,35584,60961,17,174,2,4,3,0.5837174587031053,0.09770114942528736,0.5,0.75
370,33745,81908,7,193,4,3,0,0.41198661913366214,0.03626943005181347,1.3333333333333333,0.0
371,24093,79532,6,126,1,13,3,0.302934667806669,0.047619047619047616,0.07692307692307693,0.23076923076923078
372,1569,86994,0,70,4,11,2,0.01803572660183461,0.0,0.36363636363636365,0.18181818181818182
373,39210,61133,15,69,1,11,2,0.641388448137667,0.21739130434782608,0.09090909090909091,0.18181818181818182
374,35663,66268,11,25,2,9,2,0.5381632160318706,0.44,0.2222222222222222,0.2222222222222222
375,37631,97201,5,78,2,12,1,0.3871462227754858,0.0641025641025641,0.16666666666666666,0.08333333333333333
376,46681,43243,19,144,3,5,1,1.0795041972111092,0.13194444444444445,0.6,0.2
377,8455,62384,1,162,1,7,1,0.13553154655039754,0.006172839506172839,0.14285714285714285,0.14285714285714285
378,5014,36653,13,49,3,6,0,0.13679644231031565,0.2653061224489796,0.5,0.0
379,12093,31657,3,189,1,9,3,0.38200082130334523,0.015873015873015872,0.1111111111111111,0.3333333333333333
380,19070,44952,0,141,3,11,1,0.42423029008720414,0.0,0.2727272727272727,0.09090909090909091
381,36777,27180,17,144,2,14,3,1.3530905077262694,0.11805555555555555,0.14285714285714285,0.21428571428571427
382,17538,83411,12,56,4,4,3,0.21026003764491494,0.21428571428571427,1.0,0.75
383,11729,6622,1,189,3,10,3,1.771217154938085,0.005291005291005291,0.3,0.3
384,35177,53756,8,143,1,11,0,0.6543827665748939,0.055944055944055944,0.09090909090909091,0.0
385,46017,45809,1,120,1,12,0,1.004540592459997,0.008333333333333333,0.08333333333333333,0.0
386,1784,21725,8,54,2,12,2,0.08211737629459148,0.14814814814814814,0.16666666666666666,0.16666666666666666
387,28751,66396,0,106,1,11,2,0.4330230736791373,0.0,0.09090909090909091,0.18181818181818182
388,41864,56226,10,153,0,12,3,0.7445665706256892,0.06535947712418301,0.0,0.25
389,41328,86182,2,37,4,9,2,0.47954329210275926,0.05405405405405406,0.4444444444444444,0.2222222222222222
390,13533,87565,19,132,3,11,3,0.15454805001998514,0.14393939393939395,0.2727272727272727,0.2727272727272727
391,41111,34402,3,48,4,11,0,1.1950177315272368,0.0625,0.36363636363636365,0.0
392,40974,9263,17,96,2,5,0,4.423404944402462,0.17708333333333334,0.4,0.0
393,6801,51828,5,78,3,6,0,0.13122250520953924,0.0641025641025641,0.5,0.0
394,20190,52924,2,194,3,4,1,0.3814904391202479,0.010309278350515464,0.75,0.25
395,39754,79182,10,145,0,12,3,0.502058548660049,0.06896551724137931,0.0,0.25
396,30592,98065,14,164,2,5,0,0.31195635547850914,0.08536585365853659,0.4,0.0
397,11647,64052,4,128,1,13,3,0.1818366327359021,0.03125,0.07692307692307693,0.23076923076923078
398,9716,16664,19,41,0,13,2,0.5830532885261642,0.4634146341463415,0.0,0.15384615384615385
399,24355,40737,9,87,0,7,2,0.5978594398212926,0.10344827586206896,0.0,0.2857142857142857
400,23009,94563,11,88,4,7,0,0.24331926863572434,0.125,0.5714285714285714,0.0
401,25376,34373,14,184,4,8,3,0.7382538620428825,0.07608695652173914,0.5,0.375
402,46091,41397,16,68,4,9,0,1.1133898591685387,0.23529411764705882,0.4444444444444444,0.0
403,5780,91145,9,160,0,9,2,0.06341543694113774,0.05625,0.0,0.2222222222222222
404,3368,43709,5,181,1,3,0,0.077055068750143,0.027624309392265192,0.3333333333333333,0.0
405,13039,66120,17,128,3,4,3,0.19720205686630368,0.1328125,0.75,0.75
406,7655,24250,12,105,4,14,2,0.3156701030927835,0.11428571428571428,0.2857142857142857,0.14285714285714285
407,41941,26172,2,72,1,11,1,1.6025141372459117,0.027777777777777776,0.09090909090909091,0.09090909090909091
408,5495,16555,9,142,2,12,2,0.33192389006342493,0.06338028169014084,0.16666666666666666,0.16666666666666666
409,11893,92410,13,106,4,4,1,0.12869819283627312,0.12264150943396226,1.0,0.25
410,26547,83617,5,198,3,8,0,0.3174832868914216,0.025252525252525252,0.375,0.0
411,23386,58276,2,150,2,13,0,0.4012972750360354,0.013333333333333334,0.15384615384615385,0.0
412,14403,62492,15,61,2,13,3,0.23047750112014337,0.2459016393442623,0.15384615384615385,0.23076923076923078
413,33097,58002,6,117,3,3,1,0.5706182545429468,0.05128205128205128,1.0,0.3333333333333333
414,14121,94599,19,179,4,5,0,0.14927219103796024,0.10614525139664804,0.8,0.0
415,11966,77355,13,128,0,4,1,0.1546894189128046,0.1015625,0.0,0.25
416,34621,96248,8,70,3,5,0,0.3597061757127421,0.11428571428571428,0.6,0.0
417,29312,29762,14,104,3,7,2,0.9848800483838451,0.1346153846153846,0.42857142857142855,0.2857142857142857
418,23677,16046,2,193,3,13,0,1.4755702355727285,0.010362694300518135,0.23076923076923078,0.0
419,32289,33769,1,146,2,12,3,0.9561728212265688,0.00684931506849315,0.16666666666666666,0.25
420,32024,58302,1,40,1,8,2,0.5492778978422695,0.025,0.125,0.25
421,43675,28150,2,63,0,11,3,1.5515097690941386,0.031746031746031744,0.0,0.2727272727272727
422,5777,73247,17,158,4,14,2,0.07887012437369449,0.10759493670886076,0.2857142857142857,0.14285714285714285
423,30749,9853,13,122,4,13,1,3.1207753983558306,0.10655737704918032,0.3076923076923077,0.07692307692307693
424,16338,99613,19,87,1,12,3,0.16401473703231506,0.21839080459770116,0.08333333333333333,0.25
425,3491,94399,17,148,3,14,0,0.03698132395470291,0.11486486486486487,0.21428571428571427,0.0
426,28236,26792,9,111,0,14,1,1.0538966855777845,0.08108108108108109,0.0,0.07142857142857142
427,49096,64129,1,43,4,6,0,0.7655818740351479,0.023255813953488372,0.6666666666666666,0.0
428,15599,79478,0,144,4,9,2,0.19626814967664008,0.0,0.4444444444444444,0.2222222222222222
429,20508,72298,3,160,3,8,2,0.2836592990124208,0.01875,0.375,0.25
430,4051,36987,13,130,1,4,0,0.10952496823208155,0.1,0.25,0.0
431,49747,20850,0,117,0,12,0,2.385947242206235,0.0,0.0,0.0
432,22606,17112,13,158,1,13,1,1.3210612435717626,0.08227848101265822,0.07692307692307693,0.07692307692307693
433,22699,29058,15,198,1,13,0,0.7811618143024296,0.07575757575757576,0.07692307692307693,0.0
434,1876,50420,13,36,0,13,3,0.03720745735819119,0.3611111111111111,0.0,0.23076923076923078
435,33093,43890,19,118,0,10,3,0.7539986329460013,0.16101694915254236,0.0,0.3
436,5142,71017,2,101,4,9,0,0.07240519875522762,0.019801980198019802,0.4444444444444444,0.0
437,16202,52304,2,123,4,9,3,0.3097659834811869,0.016260162601626018,0.4444444444444444,0.3333333333333333
438,40734,37921,8,171,0,10,0,1.0741805332137866,0.04678362573099415,0.0,0.0
439,8079,6524,5,38,2,14,1,1.2383507050889024,0.13157894736842105,0.14285714285714285,0.07142857142857142
440,8987,20048,12,184,4,14,3,0.44827414205905824,0.06521739130434782,0.2857142857142857,0.21428571428571427
441,40567,40111,1,104,2,13,3,1.01136845254419,0.009615384615384616,0.15384615384615385,0.23076923076923078
442,29940,42904,7,27,0,3,0,0.6978370315122133,0.25925925925925924,0.0,0.0
443,38233,59912,1,47,4,3,3,0.6381526238483108,0.02127659574468085,1.3333333333333333,1.0
444,18019,39008,3,24,1,10,2,0.4619308859721083,0.125,0.1,0.2
445,47185,5060,14,164,0,6,1,9.325098814229248,0.08536585365853659,0.0,0.16666666666666666
446,19077,79666,3,120,3,7,1,0.23946225491426706,0.025,0.42857142857142855,0.14285714285714285
447,27258,88559,12,183,2,10,3,0.3077948034643571,0.06557377049180328,0.2,0.3
448,22136,60337,11,137,0,7,3,0.3668727314914563,0.08029197080291971,0.0,0.42857142857142855
449,9311,18350,12,166,0,12,2,0.5074114441416894,0.07228915662650602,0.0,0.16666666666666666
450,18214,29354,13,83,4,6,2,0.6204946514955373,0.1566265060240964,0.6666666666666666,0.3333333333333333
451,15098,50186,19,110,4,14,3,0.3008408719563225,0.17272727272727273,0.2857142857142857,0.21428571428571427
452,29251,33145,17,136,4,8,3,0.8825162166239252,0.125,0.5,0.375
453,38945,39020,5,117,3,14,2,0.998077908764736,0.042735042735042736,0.21428571428571427,0.14285714285714285
454,48030,91123,10,30,4,7,0,0.5270897577998969,0.3333333333333333,0.5714285714285714,0.0
455,26945,80186,1,73,0,9,2,0.3360312273963036,0.0136986301369863,0.0,0.2222222222222222
456,26316,90469,18,192,4,12,0,0.2908841702682687,0.09375,0.3333333333333333,0.0
457,33217,25581,18,66,1,9,1,1.2985027950431962,0.2727272727272727,0.1111111111111111,0.1111111111111111
458,9308,93929,4,159,4,6,1,0.09909612579714465,0.025157232704402517,0.6666666666666666,0.16666666666666666
459,6949,28051,18,168,3,14,2,0.24772735374852947,0.10714285714285714,0.21428571428571427,0.14285714285714285
460,2150,56474,1,158,1,7,0,0.03807061656691575,0.006329113924050633,0.14285714285714285,0.0
461,24944,96748,9,24,0,5,2,0.257824451151445,0.375,0.0,0.4
462,35699,74626,1,39,0,6,2,0.47837214911692977,0.02564102564102564,0.0,0.3333333333333333
463,10204,11960,10,188,2,6,0,0.8531772575250837,0.05319148936170213,0.3333333333333333,0.0
464,2081,40772,17,65,1,5,2,0.05103992936328853,0.26153846153846155,0.2,0.4
465,30305,26520,14,31,2,12,1,1.1427224736048265,0.45161290322580644,0.16666666666666666,0.08333333333333333
466,17896,54481,8,89,1,7,3,0.3284814889594537,0.0898876404494382,0.14285714285714285,0.42857142857142855
467,47175,41408,18,36,1,7,3,1.1392726043276662,0.5,0.14285714285714285,0.42857142857142855
468,8805,99006,8,134,3,13,2,0.0889340039997576,0.05970149253731343,0.23076923076923078,0.15384615384615385
469,6237,62134,2,166,2,9,0,0.10037982425081277,0.012048192771084338,0.2222222222222222,0.0
470,21056,25491,8,173,3,6,0,0.8260170256168844,0.046242774566473986,0.5,0.0
471,46543,6341,13,67,1,6,1,7.340009462229932,0.19402985074626866,0.16666666666666666,0.16666666666666666
472,46952,49623,18,127,0,11,0,0.9461741531144832,0.14173228346456693,0.0,0.0
473,4343,95327,6,71,1,8,0,0.04555897070085076,0.08450704225352113,0.125,0.0
474,14500,5338,15,115,3,6,1,2.716373173473211,0.13043478260869565,0.5,0.16666666666666666
475,30375,76431,15,89,2,4,2,0.39741727832947366,0.16853932584269662,0.5,0.5
476,10662,17254,0,121,2,8,3,0.6179436652370465,0.0,0.25,0.375
477,17964,56860,3,94,3,4,1,0.31593387266971507,0.031914893617021274,0.75,0.25
478,48893,16344,3,180,2,7,2,2.9914953499755264,0.016666666666666666,0.2857142857142857,0.2857142857142857
479,9130,6750,6,170,4,8,1,1.3525925925925926,0.03529411764705882,0.5,0.125
480,20531,59756,7,162,0,6,2,0.3435805609478546,0.043209876543209874,0.0,0.3333333333333333
481,2679,72957,16,174,0,5,1,0.03672025987910687,0.09195402298850575,0.0,0.2
482,4506,63053,4,198,0,9,2,0.07146368927727467,0.020202020202020204,0.0,0.2222222222222222
483,14284,75855,6,101,2,4,1,0.18830663766396413,0.0594059405940594,0.5,0.25
484,8253,20896,19,111,2,13,2,0.39495597243491576,0.17117117117117117,0.15384615384615385,0.15384615384615385
485,20128,60761,19,198,1,8,1,0.3312651207188822,0.09595959595959595,0.125,0.125
486,28932,67552,3,194,1,6,3,0.42829227854097585,0.015463917525773196,0.16666666666666666,0.5
487,10435,82454,5,23,0,8,3,0.12655541271496834,0.21739130434782608,0.0,0.375
488,45078,95600,6,154,4,6,0,0.47152719665271964,0.03896103896103896,0.6666666666666666,0.0
489,14296,32935,17,128,1,6,2,0.4340671018673144,0.1328125,0.16666666666666666,0.3333333333333333
490,31445,42641,4,182,1,6,1,0.737435801224174,0.02197802197802198,0.16666666666666666,0.16666666666666666
491,14245,34711,19,67,2,11,2,0.4103886376076748,0.2835820895522388,0.18181818181818182,0.18181818181818182
492,30124,75342,2,92,4,9,3,0.3998301080406679,0.021739130434782608,0.4444444444444444,0.3333333333333333
493,30899,17182,6,91,0,5,2,1.798335467349552,0.06593406593406594,0.0,0.4
494,44919,92833,13,135,1,5,1,0.4838688828326134,0.0962962962962963,0.2,0.2
495,44225,61276,6,192,4,8,2,0.7217344474182388,0.03125,0.5,0.25
496,36247,24541,4,100,4,8,1,1.476997677356261,0.04,0.5,0.125
497,30222,99457,4,100,0,6,3,0.303870014176981,0.04,0.0,0.5
498,27211,87310,1,132,4,11,3,0.3116596037109151,0.007575757575757576,0.36363636363636365,0.2727272727272727
499,38220,49813,5,115,4,6,3,0.7672695882600927,0.043478260869565216,0.6666666666666666,0.5
500,27646,42198,14,91,4,11,0,0.65514953315323,0.15384615384615385,0.36363636363636365,0.0
501,39649,13820,9,166,1,6,3,2.868958031837916,0.05421686746987952,0.16666666666666666,0.5
502,24049,29070,6,82,0,4,2,0.8272789817681458,0.07317073170731707,0.0,0.5
503,15069,74768,4,57,4,4,0,0.20154344104429703,0.07017543859649122,1.0,0.0
504,33580,16122,0,86,4,7,3,2.0828681305049,0.0,0.5714285714285714,0.42857142857142855
505,32843,85559,12,88,1,6,2,0.3838637665236854,0.13636363636363635,0.16666666666666666,0.3333333333333333
506,3849,78543,17,32,0,9,2,0.04900500362858561,0.53125,0.0,0.2222222222222222
507,41158,88441,12,194,2,13,2,0.46537239515609274,0.061855670103092786,0.15384615384615385,0.15384615384615385
508,24289,46786,17,50,1,7,1,0.5191510280853247,0.34,0.14285714285714285,0.14285714285714285
509,45690,99934,4,133,0,8,0,0.45720175315708367,0.03007518796992481,0.0,0.0
510,36257,11737,12,41,4,12,2,3.0891198773110675,0.2926829268292683,0.3333333333333333,0.16666666666666666
511,10823,41062,3,112,0,6,1,0.263577029857289,0.026785714285714284,0.0,0.16666666666666666
512,42975,59237,16,190,0,14,3,0.725475631784189,0.08421052631578947,0.0,0.21428571428571427
513,10540,56571,2,86,0,4,2,0.18631454278694032,0.023255813953488372,0.0,0.5
514,17364,30510,16,73,2,12,1,0.5691248770894789,0.2191780821917808,0.16666666666666666,0.08333333333333333
515,5611,24426,10,157,0,11,2,0.22971423892573486,0.06369426751592357,0.0,0.18181818181818182
516,28663,42265,19,61,2,12,0,0.6781734295516385,0.3114754098360656,0.16666666666666666,0.0
517,39646,22850,3,83,4,9,0,1.735054704595186,0.03614457831325301,0.4444444444444444,0.0
518,31977,71150,1,145,2,6,3,0.44943078004216447,0.006896551724137931,0.3333333333333333,0.5
519,30168,92312,19,40,4,5,2,0.3268047491117081,0.475,0.8,0.4
520,26471,94613,15,188,4,12,1,0.2797818481604008,0.0797872340425532,0.3333333333333333,0.08333333333333333
521,23687,79910,17,171,2,5,3,0.2964209735952947,0.09941520467836257,0.4,0.6
522,1851,57375,7,54,1,11,2,0.03226143790849673,0.12962962962962962,0.09090909090909091,0.18181818181818182
523,19071,40435,2,49,3,7,3,0.4716458513663905,0.04081632653061224,0.42857142857142855,0.42857142857142855
524,7833,62132,8,76,0,5,1,0.12607030193780983,0.10526315789473684,0.0,0.2
525,12938,83945,19,66,3,7,3,0.15412472452200845,0.2878787878787879,0.42857142857142855,0.42857142857142855
526,36195,87050,5,182,0,4,3,0.4157955198161976,0.027472527472527472,0.0,0.75
527,27144,7983,9,38,0,13,3,3.400225479143179,0.23684210526315788,0.0,0.23076923076923078
528,5000,25662,9,133,4,6,2,0.19484062037253527,0.06766917293233082,0.6666666666666666,0.3333333333333333
529,6052,28510,12,27,0,12,1,0.21227639424763242,0.4444444444444444,0.0,0.08333333333333333
530,36506,83187,16,45,0,4,0,0.4388426076189789,0.35555555555555557,0.0,0.0
531,29074,45998,8,132,2,4,2,0.6320709596069395,0.06060606060606061,0.5,0.5
532,39155,61846,16,90,3,14,0,0.6331048087184297,0.17777777777777778,0.21428571428571427,0.0
533,41770,99071,8,49,2,10,0,0.4216168202602174,0.16326530612244897,0.2,0.0
534,33320,11640,8,154,0,3,2,2.8625429553264605,0.05194805194805195,0.0,0.6666666666666666
535,39304,49547,0,86,4,9,2,0.79326699901104,0.0,0.4444444444444444,0.2222222222222222
536,47247,59620,1,84,2,7,1,0.7924689701442469,0.011904761904761904,0.2857142857142857,0.14285714285714285
537,4913,20317,15,55,2,13,1,0.24181719742087907,0.2727272727272727,0.15384615384615385,0.07692307692307693
538,18450,12564,0,44,1,10,3,1.4684813753581663,0.0,0.1,0.3
539,25107,32345,9,56,0,3,0,0.7762250734271139,0.16071428571428573,0.0,0.0
540,21764,99223,17,20,4,13,1,0.21934430525180654,0.85,0.3076923076923077,0.07692307692307693
541,44404,84273,7,162,2,9,3,0.5269066011652606,0.043209876543209874,0.2222222222222222,0.3333333333333333
542,21491,79859,10,56,2,7,1,0.2691118095643572,0.17857142857142858,0.2857142857142857,0.14285714285714285
543,39494,85765,1,160,4,6,2,0.460490876231563,0.00625,0.6666666666666666,0.3333333333333333
544,4373,79038,7,155,0,9,1,0.055327816999418,0.04516129032258064,0.0,0.1111111111111111
545,13161,57393,7,152,1,12,0,0.22931367936856412,0.046052631578947366,0.08333333333333333,0.0
546,32996,71081,16,147,2,4,1,0.464202810877731,0.10884353741496598,0.5,0.25
547,28122,34430,14,146,1,14,0,0.8167876851582921,0.0958904109589041,0.07142857142857142,0.0
548,35850,80532,16,20,3,3,2,0.4451646550439577,0.8,1.0,0.6666666666666666
549,28350,32788,12,183,0,3,0,0.8646456020495303,0.06557377049180328,0.0,0.0
550,28472,53543,18,54,3,13,1,0.5317595203854846,0.3333333333333333,0.23076923076923078,0.07692307692307693
551,29761,18919,4,123,3,14,3,1.5730746868227707,0.032520325203252036,0.21428571428571427,0.21428571428571427
552,26351,74346,11,42,3,3,2,0.35443736044978885,0.2619047619047619,1.0,0.6666666666666666
553,24132,44974,0,28,0,14,1,0.5365766887535021,0.0,0.0,0.07142857142857142
554,16305,21371,4,53,0,7,2,0.7629497917738992,0.07547169811320754,0.0,0.2857142857142857
555,10817,50084,7,193,4,12,2,0.2159771583739318,0.03626943005181347,0.3333333333333333,0.16666666666666666
556,12261,34629,12,147,1,9,1,0.3540674001559387,0.08163265306122448,0.1111111111111111,0.1111111111111111
557,1417,56184,7,23,1,4,1,0.025220703403104085,0.30434782608695654,0.25,0.25
558,42576,66916,10,177,4,12,3,0.6362603861557774,0.05649717514124294,0.3333333333333333,0.25
559,21358,78972,0,121,4,10,2,0.2704502861773793,0.0,0.4,0.2
560,4267,67187,12,94,3,6,2,0.06350930983672437,0.1276595744680851,0.5,0.3333333333333333
561,18209,17984,18,118,4,14,1,1.0125111209964412,0.15254237288135594,0.2857142857142857,0.07142857142857142
562,25052,38039,2,91,2,5,0,0.6585872394121822,0.02197802197802198,0.4,0.0
563,39513,90431,16,22,1,12,1,0.4369408720460904,0.7272727272727273,0.08333333333333333,0.08333333333333333
564,27092,88691,4,161,4,13,2,0.3054650415487479,0.024844720496894408,0.3076923076923077,0.15384615384615385
565,12338,63606,19,192,2,10,1,0.19397541112473665,0.09895833333333333,0.2,0.1
566,1412,15616,7,53,2,4,3,0.09042008196721311,0.1320754716981132,0.5,0.75
567,8543,55072,13,64,2,13,0,0.15512420104590355,0.203125,0.15384615384615385,0.0
568,41355,29574,3,80,2,13,1,1.3983566646378576,0.0375,0.15384615384615385,0.07692307692307693
569,34496,8430,10,102,3,5,3,4.092052194543298,0.09803921568627451,0.6,0.6
570,24548,17676,19,142,2,14,2,1.3887757411179,0.13380281690140844,0.14285714285714285,0.14285714285714285
571,28384,15816,14,121,3,5,1,1.7946383409205868,0.11570247933884298,0.6,0.2
572,45425,37733,18,35,3,12,2,1.2038533909310154,0.5142857142857142,0.25,0.16666666666666666
573,39756,90680,6,85,2,13,3,0.4384208204675783,0.07058823529411765,0.15384615384615385,0.23076923076923078
574,19888,7050,18,187,1,3,2,2.8209929078014184,0.0962566844919786,0.3333333333333333,0.6666666666666666
575,36735,38933,18,164,2,8,3,0.9435440371920992,0.10975609756097561,0.25,0.375
576,48295,29951,10,138,2,4,3,1.6124670294814865,0.07246376811594203,0.5,0.75
577,49816,37413,4,181,2,3,3,1.3315157832838853,0.022099447513812154,0.6666666666666666,1.0
578,18506,39801,4,143,1,4,1,0.464963191879601,0.027972027972027972,0.25,0.25
579,21463,60619,7,163,0,14,2,0.35406390735577953,0.04294478527607362,0.0,0.14285714285714285
