Person_ID,Height_cm,Weight_kg,Waist_Circumference_cm,Hip_Circumference_cm,Body_Fat_Percentage
772,178,66,82,102,18.90360046059552
773,184,61,96,109,26.241088304718062
774,192,54,67,124,20.356898610099172
775,181,109,72,126,22.42602776715491
776,197,66,67,102,31.972415944380057
777,178,94,116,128,36.44987446998138
778,153,58,82,126,13.644861732632963
779,170,108,102,99,29.039177694621415
780,197,91,60,97,27.464314227333954
781,144,73,104,97,13.552451175277955
782,174,80,110,81,16.35682991320327
783,162,96,83,83,19.33007484198041
784,168,51,94,109,15.007932124525045
785,182,73,83,112,17.311884475730253
786,150,55,76,115,18.028023965851226
787,157,77,64,97,20.070214991171788
788,186,50,79,116,32.48171358403477
789,151,76,80,98,27.15736611551802
790,148,95,99,126,39.587400158542046
791,149,119,117,107,22.44207480902413
792,197,102,90,119,32.615952215107754
793,183,70,105,99,36.144052641296014
794,156,90,95,128,30.36935479114126
795,177,73,70,112,22.35594221252488
796,146,48,111,91,32.60783892237259
797,185,57,74,137,16.110014133180545
798,152,83,78,130,19.826564955403974
799,179,59,66,94,26.400557652978662
800,181,73,110,120,27.26228161858445
801,148,73,87,118,10.664244264178883
802,189,119,110,81,38.353425662680266
803,166,76,102,108,30.8988181365217
804,197,46,117,120,24.87111250695673
805,141,91,64,89,37.993817032249254
806,144,66,64,81,23.172866957524853
807,168,119,89,130,39.41306710811115
808,176,71,113,90,25.368542717304553
809,177,111,91,92,13.428573099939385
810,158,100,67,89,32.94402917377832
811,147,65,69,93,30.366931752335216
812,187,91,97,97,33.189601639167606
813,184,103,106,130,38.543260861770435
814,140,50,91,133,33.29467907953054
815,161,63,107,88,28.340098066499408
816,191,101,87,136,35.719267070825225
817,156,113,76,118,30.197393180635945
818,146,47,90,107,22.243571704777693
819,164,45,67,82,36.56859292725319
820,184,102,99,99,16.657013823531187
821,143,82,84,85,31.439238247261727
822,175,59,68,106,36.44690364822271
823,145,78,61,132,31.939495591098886
824,199,105,74,81,30.918262571615706
825,170,79,109,108,32.57914882215508
826,158,108,62,117,23.95165744901933
827,183,69,108,82,36.225120464710784
828,193,68,95,95,16.103094254082734
829,178,56,63,109,13.821592480010178
830,166,62,73,119,18.56526340355535
831,149,59,100,81,25.947321903249794
832,165,71,100,96,25.31685386228014
833,158,116,84,120,34.6179627302976
834,178,104,117,91,22.137059692120523
835,142,90,114,114,24.53033278874526
836,184,61,109,122,10.40103049778187
837,152,97,69,80,22.292177093288174
838,189,52,80,134,29.433226988510263
839,167,71,95,124,10.465249918797765
840,197,90,71,94,18.426458955587314
841,159,94,86,105,16.238690778681697
842,167,115,99,116,11.259562867287647
843,147,47,61,100,24.377802697436124
844,180,108,113,128,15.451698796844695
845,178,88,72,110,32.292446188941405
846,140,97,112,104,35.437836512900454
847,142,68,91,102,26.367555480074433
848,152,104,90,103,39.45122027563424
849,167,47,75,136,23.51435714411786
850,196,64,91,117,25.401046306747467
851,199,90,91,107,39.67653261873251
852,188,59,119,100,16.946453078951464
853,164,69,93,133,38.276378190307156
854,195,115,70,122,11.285126653573398
855,172,61,69,97,23.391606707895843
856,177,53,74,115,12.100105363991974
857,192,82,76,114,31.87704228740929
858,145,92,99,124,28.252268076400533
859,197,104,77,134,31.199027904027893
860,183,107,114,88,21.23441199904051
861,184,46,68,132,21.08445802094141
862,171,116,84,117,11.359578368826838
863,184,55,99,137,20.498348185889192
864,186,108,118,109,37.87865206786178
865,160,116,73,139,21.37679611541347
866,155,65,119,123,34.9410311866591
867,193,62,117,113,35.269765142498024
868,160,108,84,111,21.197234691377012
869,150,82,109,82,28.95966041188567
870,199,76,81,82,12.86114806819176
871,176,55,111,107,13.110357422028294
872,175,89,89,123,11.459729909851399
873,174,77,79,94,27.430452801253285
874,158,85,80,120,22.78212932878291
875,159,52,103,102,26.440970699927203
876,196,55,91,119,25.632195715251633
877,157,95,110,90,20.506089732721907
878,186,85,105,127,30.324202444704188
879,180,61,108,111,32.75505642749172
880,188,90,115,137,10.438847766330271
881,153,76,80,138,16.217268993066348
882,154,98,94,136,31.397076042500103
883,170,64,117,133,21.598605179015024
884,140,77,91,115,29.874518408248246
885,192,118,89,139,20.408879792036753
886,193,84,114,112,21.722654569889112
887,193,76,98,103,14.760366210690547
888,142,46,108,118,17.7469305899848
889,155,77,71,113,28.162352725227617
890,162,74,100,135,22.99489333945499
891,196,77,106,107,33.22908048833786
892,150,70,77,116,35.577548648150284
893,151,66,80,86,26.249392546502797
894,149,110,72,83,32.74801876168178
895,171,82,80,116,19.2071353958371
896,155,90,67,135,22.449136462002347
897,147,59,105,80,31.38333028650493
898,177,88,99,80,21.58635978451092
899,151,93,105,126,27.655148054769665
900,163,119,66,99,15.561183372475345
901,167,105,82,98,27.99313944911494
902,192,111,103,108,35.84541121680681
903,147,50,91,89,36.05918919470277
904,197,53,70,139,31.73033218988619
905,167,50,81,97,32.37260137228378
906,175,117,81,107,26.73782335452102
907,165,76,102,114,27.540042704974745
908,147,85,84,122,14.00951744231554
909,197,52,81,126,23.315775652639033
910,199,116,87,110,23.523288516590917
911,189,94,88,106,38.754935070032204
912,167,106,72,90,22.93260587869868
913,167,106,77,128,26.48027934708273
914,176,51,61,128,25.997541978373075
915,180,119,88,117,29.102851511329813
916,175,48,80,84,32.44698493995688
917,166,50,74,87,16.751256285126164
918,193,102,111,113,25.861732572953073
919,156,66,86,127,34.77753121948091
920,148,70,109,131,23.893441415125345
921,172,47,90,135,18.35372639120719
922,192,85,74,91,29.64127226068897
923,159,104,110,117,34.71302187397369
924,152,58,82,80,11.89420878782174
925,167,119,83,110,33.30371450221681
926,187,56,103,83,34.64943798885314
927,168,56,72,128,23.845687827658203
928,152,57,81,124,39.49916970455402
929,185,69,102,129,33.601250221219274
930,174,89,96,84,33.20987694686997
931,145,63,92,109,32.43515723236216
932,157,99,115,135,14.51824309654822
933,190,89,62,103,16.516926593590323
934,144,52,113,138,23.919703943932753
935,186,97,78,82,17.920130498783976
936,164,99,82,90,22.457229170021215
937,141,76,88,124,36.65392329768762
938,149,95,89,83,34.729806756378075
939,195,88,98,105,28.901196354399467
940,169,114,103,106,35.7436118275331
941,189,62,106,125,33.51317167051748
942,198,66,84,133,22.869547955226714
943,184,81,96,122,16.031954561498353
944,144,100,106,106,25.42603120028018
945,194,103,67,121,32.0868664758565
946,195,47,101,130,23.09258796188779
947,172,72,117,129,30.003157293516917
948,193,118,75,85,12.82982278873131
949,140,79,67,138,32.44014209114211
950,157,105,60,94,34.38140859679186
951,171,98,103,132,31.205135673416233
952,186,107,64,109,39.01790762579097
953,188,51,62,121,34.79956172381921
954,150,93,60,116,37.09281183629615
955,160,75,63,137,38.00713250372944
956,165,102,99,116,34.040439756214255
957,164,105,94,121,30.227765260194975
958,161,68,91,139,10.171557440823678
959,198,64,101,116,23.97477259669374
960,166,81,93,114,27.13486895867083
961,188,48,102,102,19.12090817343999
962,152,64,84,85,19.54313340710416
963,172,104,69,83,38.834782471304955
964,173,68,80,97,36.751325956082376
965,180,94,105,139,35.47537016505113
966,174,93,98,88,22.18035405118332
967,140,95,86,128,10.410956512267436
968,160,80,86,108,12.406667393671423
969,187,110,61,92,19.36589104652811
970,194,78,100,138,10.47228738987031
971,145,80,107,126,10.514493457455943
972,167,50,72,131,37.49809904927233
973,156,83,68,96,31.18475506357162
974,144,86,111,124,19.26867970204458
975,170,102,95,111,13.979337328028596
976,144,56,81,127,25.349071536852314
977,177,47,101,101,10.160384825630933
978,142,62,85,83,38.15241231574432
979,192,84,117,84,22.444453581668416
980,162,65,113,116,22.070048657119983
981,176,59,71,120,21.717808227453467
982,192,70,76,128,12.079849911632943
983,176,52,73,92,29.149667193754798
984,149,86,73,113,31.9901085888506
985,149,88,116,124,30.283761927648708
986,158,58,93,101,14.153064799881829
987,156,46,112,132,27.365205041067778
988,160,81,116,138,27.084534525167616
989,153,113,79,102,36.05232363824146
990,148,82,70,130,21.37382975126941
991,185,85,75,82,21.14457830978303
992,140,106,110,121,28.555811761545566
993,190,104,90,113,28.99217960498539
994,184,58,114,111,24.07855681977371
995,152,46,65,124,23.291780869912632
996,143,114,115,130,24.82443011913648
997,140,61,78,137,35.83135898509936
998,188,72,96,128,23.835007037617302
999,179,110,117,100,38.19795375909467
1000,171,79,63,125,25.120112907889784
